task_id,selector,policy,depth,delegation,root_model,sub_model,correct,latency_s,root_steps,subcalls,repl_blocks,retrieval_calls,surfaced_chars,repl_output_chars,subcall_input_chars,subcall_output_chars,model_input_chars,rlm_queries,rlm_cache_hits,rlm_cache_misses,retrieval_cache_hits,retrieval_cache_misses
t7,bm25,single,1,none,gpt-5.2,gpt-5.2,1,2.61,1,0,1,2,95,15,0,0,2474,0,0,0,0,2
t8,bm25,single,1,none,gpt-5.2,gpt-5.2,0,2.39,1,0,1,2,284,200,0,0,2481,0,0,0,0,2
t1,bm25,single,1,llm,gpt-5.2,gpt-5.2,1,4.77,1,1,1,2,164,84,517,84,2917,0,0,0,0,2
t2,bm25,single,1,llm,gpt-5.2,gpt-5.2,0,4.37,1,1,1,2,147,67,535,67,2898,0,0,0,0,2
t3,bm25,single,1,llm,gpt-5.2,gpt-5.2,1,5.38,1,1,1,2,124,44,515,44,2881,0,0,0,0,2
t4,bm25,single,1,llm,gpt-5.2,gpt-5.2,1,3.95,1,1,1,2,152,72,505,72,2880,0,0,0,0,2
t5,bm25,single,1,llm,gpt-5.2,gpt-5.2,0,4.25,1,1,1,2,124,44,527,44,2890,0,0,0,0,2
t6,bm25,single,1,llm,gpt-5.2,gpt-5.2,0,6.29,1,1,1,2,164,84,518,84,2889,0,0,0,0,2
t7,bm25,single,1,llm,gpt-5.2,gpt-5.2,1,4.56,1,1,1,2,147,67,523,67,2888,0,0,0,0,2
t8,bm25,single,1,llm,gpt-5.2,gpt-5.2,0,4.28,1,1,1,2,146,66,532,66,2895,0,0,0,0,2
t1,bm25,single,2,rlm,gpt-5.2,gpt-5.2,1,9.51,3,0,3,2,2202,951,0,0,9585,1,0,1,0,2
t2,bm25,single,2,rlm,gpt-5.2,gpt-5.2,1,9.26,3,0,3,2,2120,890,0,0,8946,1,0,1,0,2
t3,bm25,single,2,rlm,gpt-5.2,gpt-5.2,1,9.15,3,0,3,2,2174,936,0,0,9178,1,0,1,0,2
t4,bm25,single,2,rlm,gpt-5.2,gpt-5.2,1,12.28,3,0,3,2,2126,895,0,0,8890,1,0,1,0,2
t5,bm25,single,2,rlm,gpt-5.2,gpt-5.2,1,7.66,3,0,3,2,2162,911,0,0,8938,1,0,1,0,2
t6,bm25,single,2,rlm,gpt-5.2,gpt-5.2,1,8.37,3,0,3,2,2136,898,0,0,8994,1,0,1,0,2
t7,bm25,single,2,rlm,gpt-5.2,gpt-5.2,1,8.60,3,0,3,2,1794,741,0,0,9174,1,0,1,0,2
t8,bm25,single,2,rlm,gpt-5.2,gpt-5.2,0,8.70,3,0,3,2,2118,889,0,0,8943,1,0,1,0,2
t1,bm25,single,2,llm,gpt-5.2,gpt-5.2,1,5.51,1,1,1,2,104,24,517,24,3341,0,0,0,0,2
t2,bm25,single,2,llm,gpt-5.2,gpt-5.2,1,6.36,1,1,1,2,192,112,535,112,3306,0,0,0,0,2
t3,bm25,single,2,llm,gpt-5.2,gpt-5.2,1,4.60,1,1,1,2,124,44,515,44,3295,0,0,0,0,2
t4,bm25,single,2,llm,gpt-5.2,gpt-5.2,1,5.61,1,1,1,2,119,39,505,39,3315,0,0,0,0,2
t5,bm25,single,2,llm,gpt-5.2,gpt-5.2,1,4.62,1,1,1,2,226,146,527,146,3298,0,0,0,0,2
t6,bm25,single,2,llm,gpt-5.2,gpt-5.2,1,4.88,1,1,1,2,177,97,518,97,3310,0,0,0,0,2
t7,bm25,single,2,llm,gpt-5.2,gpt-5.2,1,10.72,1,1,1,2,164,82,523,82,3301,0,0,0,0,2
t8,bm25,single,2,llm,gpt-5.2,gpt-5.2,1,6.00,1,1,1,2,130,50,421,50,3303,0,0,0,0,2
t1,bm25,expand,1,none,gpt-5.2,gpt-5.2,0,3.00,1,0,1,2,282,200,0,0,2496,0,0,0,0,2
t2,bm25,expand,1,none,gpt-5.2,gpt-5.2,0,2.23,1,0,1,2,288,200,0,0,2477,0,0,0,0,2
t3,bm25,expand,1,none,gpt-5.2,gpt-5.2,1,2.37,1,0,1,2,102,22,0,0,2460,0,0,0,0,2
t4,bm25,expand,1,none,gpt-5.2,gpt-5.2,1,7.27,2,0,2,4,821,319,0,0,6442,0,0,0,0,4
t5,bm25,expand,1,none,gpt-5.2,gpt-5.2,0,2.17,1,0,1,2,288,200,0,0,2469,0,0,0,0,2
t6,bm25,expand,1,none,gpt-5.2,gpt-5.2,1,2.53,1,0,1,2,83,3,0,0,2468,0,0,0,0,2
t7,bm25,expand,1,none,gpt-5.2,gpt-5.2,1,2.48,1,0,1,2,95,15,0,0,2467,0,0,0,0,2
t8,bm25,expand,1,none,gpt-5.2,gpt-5.2,1,1.97,1,0,1,2,282,200,0,0,2474,0,0,0,0,2
t1,bm25,expand,1,llm,gpt-5.2,gpt-5.2,0,6.83,1,1,1,2,130,50,517,50,2910,0,0,0,0,2
t2,bm25,expand,1,llm,gpt-5.2,gpt-5.2,0,6.14,1,1,1,2,151,71,535,71,2891,0,0,0,0,2
t3,bm25,expand,1,llm,gpt-5.2,gpt-5.2,1,3.56,1,1,1,2,124,44,515,44,2874,0,0,0,0,2
t4,bm25,expand,1,llm,gpt-5.2,gpt-5.2,0,3.55,1,1,1,2,175,95,505,95,2873,0,0,0,0,2
t5,bm25,expand,1,llm,gpt-5.2,gpt-5.2,0,4.16,1,1,1,2,142,62,527,62,2883,0,0,0,0,2
t6,bm25,expand,1,llm,gpt-5.2,gpt-5.2,0,4.58,1,1,1,2,132,42,518,42,2882,0,0,0,0,2
t7,bm25,expand,1,llm,gpt-5.2,gpt-5.2,1,6.44,1,1,1,2,149,69,523,69,2881,0,0,0,0,2
t8,bm25,expand,1,llm,gpt-5.2,gpt-5.2,1,3.80,1,1,1,2,164,84,532,84,2888,0,0,0,0,2
t1,bm25,expand,2,rlm,gpt-5.2,gpt-5.2,1,11.60,3,0,3,2,1810,757,0,0,9574,1,0,1,0,2
t2,bm25,expand,2,rlm,gpt-5.2,gpt-5.2,1,8.55,3,0,3,2,2112,886,0,0,8939,1,0,1,0,2
t3,bm25,expand,2,rlm,gpt-5.2,gpt-5.2,1,7.94,3,0,3,2,1808,755,0,0,9175,1,0,1,0,2
t4,bm25,expand,2,rlm,gpt-5.2,gpt-5.2,1,12.96,3,0,3,2,2116,890,0,0,8883,1,0,1,0,2
t5,bm25,expand,2,rlm,gpt-5.2,gpt-5.2,1,7.37,3,0,3,2,2110,885,0,0,8931,1,0,1,0,2
t6,bm25,expand,2,rlm,gpt-5.2,gpt-5.2,1,7.10,3,0,3,2,2154,907,0,0,8987,1,0,1,0,2
t7,bm25,expand,2,rlm,gpt-5.2,gpt-5.2,1,8.36,3,0,3,2,2186,935,0,0,9167,1,0,1,0,2
t8,bm25,expand,2,rlm,gpt-5.2,gpt-5.2,0,10.20,3,0,3,2,2114,887,0,0,8940,1,0,1,0,2
t1,bm25,expand,2,llm,gpt-5.2,gpt-5.2,1,4.53,1,1,1,2,164,84,517,84,3334,0,0,0,0,2
t2,bm25,expand,2,llm,gpt-5.2,gpt-5.2,1,4.90,1,1,1,2,192,112,535,112,3299,0,0,0,0,2
t3,bm25,expand,2,llm,gpt-5.2,gpt-5.2,1,5.76,1,1,1,2,124,44,515,44,3288,0,0,0,0,2
t4,bm25,expand,2,llm,gpt-5.2,gpt-5.2,1,4.23,1,1,1,2,119,39,505,39,3308,0,0,0,0,2
t5,bm25,expand,2,llm,gpt-5.2,gpt-5.2,1,5.65,1,1,1,2,226,146,527,146,3291,0,0,0,0,2
t6,bm25,expand,2,llm,gpt-5.2,gpt-5.2,1,4.42,1,1,1,2,177,97,518,97,3303,0,0,0,0,2
t7,bm25,expand,2,llm,gpt-5.2,gpt-5.2,1,4.56,1,1,1,2,164,82,523,82,3294,0,0,0,0,2
t8,bm25,expand,2,llm,gpt-5.2,gpt-5.2,1,5.39,1,1,1,2,130,50,421,50,3296,0,0,0,0,2
t1,bm25,iterative,1,none,gpt-5.2,gpt-5.2,0,4.51,1,0,1,3,282,200,0,0,2957,0,0,0,0,3
t2,bm25,iterative,1,none,gpt-5.2,gpt-5.2,0,3.31,1,0,1,3,288,200,0,0,2938,0,0,0,0,3
t3,bm25,iterative,1,none,gpt-5.2,gpt-5.2,1,3.02,1,0,1,3,102,22,0,0,2921,0,0,0,0,3
t4,bm25,iterative,1,none,gpt-5.2,gpt-5.2,0,8.33,2,0,2,7,821,319,0,0,7825,0,0,0,0,7
t5,bm25,iterative,1,none,gpt-5.2,gpt-5.2,0,4.22,1,0,1,3,288,200,0,0,2930,0,0,0,0,3
t6,bm25,iterative,1,none,gpt-5.2,gpt-5.2,1,8.65,1,0,1,3,83,3,0,0,2929,0,0,0,0,3
t7,bm25,iterative,1,none,gpt-5.2,gpt-5.2,1,3.20,1,0,1,3,95,15,0,0,2928,0,0,0,0,3
t8,bm25,iterative,1,none,gpt-5.2,gpt-5.2,1,4.15,1,0,1,3,282,200,0,0,2935,0,0,0,0,3
t1,bm25,iterative,1,llm,gpt-5.2,gpt-5.2,0,5.77,1,1,1,3,130,50,517,50,3371,0,0,0,0,3
t2,bm25,iterative,1,llm,gpt-5.2,gpt-5.2,0,4.83,1,1,1,3,146,66,535,66,3352,0,0,0,0,3
t3,bm25,iterative,1,llm,gpt-5.2,gpt-5.2,1,4.68,1,1,1,3,124,44,515,44,3335,0,0,0,0,3
t4,bm25,iterative,1,llm,gpt-5.2,gpt-5.2,0,5.78,1,1,1,3,175,95,505,95,3334,0,0,0,0,3
t5,bm25,iterative,1,llm,gpt-5.2,gpt-5.2,0,4.58,1,1,1,3,116,36,527,36,3344,0,0,0,0,3
t6,bm25,iterative,1,llm,gpt-5.2,gpt-5.2,0,6.60,1,1,1,3,120,40,518,40,3343,0,0,0,0,3
t7,bm25,iterative,1,llm,gpt-5.2,gpt-5.2,0,6.00,1,1,1,3,146,66,523,66,3342,0,0,0,0,3
t8,bm25,iterative,1,llm,gpt-5.2,gpt-5.2,1,5.24,1,1,1,3,164,84,532,84,3349,0,0,0,0,3
t1,bm25,iterative,2,rlm,gpt-5.2,gpt-5.2,1,10.78,3,0,3,3,2202,951,0,0,10039,1,0,1,0,3
t2,bm25,iterative,2,rlm,gpt-5.2,gpt-5.2,1,12.02,3,0,3,3,2108,884,0,0,9400,1,0,1,0,3
t3,bm25,iterative,2,rlm,gpt-5.2,gpt-5.2,1,9.67,3,0,3,3,2154,926,0,0,9636,1,0,1,0,3
t4,bm25,iterative,2,rlm,gpt-5.2,gpt-5.2,1,11.07,3,0,3,3,2072,868,0,0,9344,1,0,1,0,3
t5,bm25,iterative,2,rlm,gpt-5.2,gpt-5.2,1,10.42,3,0,3,3,1770,717,0,0,9392,1,0,1,0,3
t6,bm25,iterative,2,rlm,gpt-5.2,gpt-5.2,1,9.14,3,0,3,3,2140,900,0,0,9448,1,0,1,0,3
t7,bm25,iterative,2,rlm,gpt-5.2,gpt-5.2,1,12.06,3,0,3,3,2184,934,0,0,9632,1,0,1,0,3
t8,bm25,iterative,2,rlm,gpt-5.2,gpt-5.2,0,8.87,3,0,3,3,1770,717,0,0,9397,1,0,1,0,3
t1,bm25,iterative,2,llm,gpt-5.2,gpt-5.2,1,6.55,1,1,1,3,164,84,517,84,3795,0,0,0,0,3
t2,bm25,iterative,2,llm,gpt-5.2,gpt-5.2,1,6.93,1,1,1,3,226,146,535,146,3760,0,0,0,0,3
t3,bm25,iterative,2,llm,gpt-5.2,gpt-5.2,1,5.34,1,1,1,3,124,44,515,44,3749,0,0,0,0,3
t4,bm25,iterative,2,llm,gpt-5.2,gpt-5.2,1,9.05,1,1,1,3,119,39,505,39,3769,0,0,0,0,3
t5,bm25,iterative,2,llm,gpt-5.2,gpt-5.2,1,6.08,1,1,1,3,226,146,527,146,3752,0,0,0,0,3
t6,bm25,iterative,2,llm,gpt-5.2,gpt-5.2,1,6.89,1,1,1,3,177,97,518,97,3764,0,0,0,0,3
t7,bm25,iterative,2,llm,gpt-5.2,gpt-5.2,1,6.17,1,1,1,3,164,82,523,82,3755,0,0,0,0,3
t8,bm25,iterative,2,llm,gpt-5.2,gpt-5.2,1,5.58,1,1,1,3,130,50,421,50,3757,0,0,0,0,3
t1,embed,single,1,none,gpt-5.2,gpt-5.2,0,3.28,1,0,1,2,288,200,0,0,2514,0,0,0,0,2
t2,embed,single,1,none,gpt-5.2,gpt-5.2,0,2.43,1,0,1,2,288,200,0,0,2495,0,0,0,0,2
t3,embed,single,1,none,gpt-5.2,gpt-5.2,1,2.56,1,0,1,2,102,22,0,0,2478,0,0,0,0,2
t4,embed,single,1,none,gpt-5.2,gpt-5.2,0,6.54,2,0,2,4,822,320,0,0,6496,0,0,0,2,2
t5,embed,single,1,none,gpt-5.2,gpt-5.2,0,2.03,1,0,1,2,288,200,0,0,2487,0,0,0,0,2
t6,embed,single,1,none,gpt-5.2,gpt-5.2,1,4.10,1,0,1,2,83,3,0,0,2486,0,0,0,0,2
t7,embed,single,1,none,gpt-5.2,gpt-5.2,0,17.53,1,0,1,3,712,299,0,0,2485,0,0,0,1,2
t8,embed,single,1,none,gpt-5.2,gpt-5.2,0,6.98,1,0,1,2,284,200,0,0,2492,0,0,0,0,2
t1,embed,single,1,llm,gpt-5.2,gpt-5.2,1,27.94,2,1,2,4,3237,2994,240,79,10821,0,0,0,0,4
t2,embed,single,1,llm,gpt-5.2,gpt-5.2,0,40.04,2,1,1,2,167,87,535,87,9362,0,0,0,0,2
t3,embed,single,1,llm,gpt-5.2,gpt-5.2,0,15.57,1,1,8,4,1692,1144,1629,18,2892,0,0,0,0,4
t4,embed,single,1,llm,gpt-5.2,gpt-5.2,1,6.95,1,1,1,2,119,39,505,39,2891,0,0,0,0,2
t5,embed,single,1,llm,gpt-5.2,gpt-5.2,0,8.29,1,1,1,2,174,94,527,94,2901,0,0,0,0,2
t6,embed,single,1,llm,gpt-5.2,gpt-5.2,0,7.15,1,1,1,2,164,84,518,84,2900,0,0,0,0,2
t7,embed,single,1,llm,gpt-5.2,gpt-5.2,0,24.34,2,1,9,4,2956,1187,831,13,9783,0,0,0,0,4
t8,embed,single,1,llm,gpt-5.2,gpt-5.2,0,6.40,1,1,1,2,122,42,532,42,2906,0,0,0,0,2
t1,embed,single,2,rlm,gpt-5.2,gpt-5.2,1,28.44,4,0,3,2,2202,951,0,0,15360,1,0,1,0,2
t2,embed,single,2,rlm,gpt-5.2,gpt-5.2,1,17.06,3,0,3,2,2118,889,0,0,8961,1,0,1,0,2
t3,embed,single,2,rlm,gpt-5.2,gpt-5.2,1,12.19,3,0,3,2,2154,926,0,0,9193,1,0,1,0,2
t4,embed,single,2,rlm,gpt-5.2,gpt-5.2,1,11.05,4,0,7,4,5758,4179,0,0,14751,1,0,1,0,4
t5,embed,single,2,rlm,gpt-5.2,gpt-5.2,1,11.07,3,0,3,2,2162,911,0,0,8949,1,0,1,0,2
t6,embed,single,2,rlm,gpt-5.2,gpt-5.2,1,9.32,3,0,3,2,2124,892,0,0,9009,1,0,1,0,2
t7,embed,single,2,rlm,gpt-5.2,gpt-5.2,0,12.24,3,0,3,2,2170,921,0,0,9179,1,0,1,0,2
t8,embed,single,2,rlm,gpt-5.2,gpt-5.2,0,12.47,3,0,3,2,2162,911,0,0,8958,1,0,1,0,2
t1,embed,single,2,llm,gpt-5.2,gpt-5.2,1,6.79,1,1,1,2,164,84,461,84,3352,0,0,0,0,2
t2,embed,single,2,llm,gpt-5.2,gpt-5.2,1,6.10,1,1,1,2,226,146,535,146,3317,0,0,0,0,2
t3,embed,single,2,llm,gpt-5.2,gpt-5.2,1,11.38,2,1,4,5,6586,6136,102,18,14154,0,0,0,0,5
t4,embed,single,2,llm,gpt-5.2,gpt-5.2,1,4.82,1,1,1,2,119,39,505,39,3326,0,0,0,0,2
t5,embed,single,2,llm,gpt-5.2,gpt-5.2,1,8.83,1,1,1,2,226,146,527,146,3309,0,0,0,0,2
t6,embed,single,2,llm,gpt-5.2,gpt-5.2,1,9.04,1,1,1,2,177,97,518,97,3321,0,0,0,0,2
t7,embed,single,2,llm,gpt-5.2,gpt-5.2,0,9.57,1,1,1,2,110,30,523,30,3312,0,0,0,0,2
t8,embed,single,2,llm,gpt-5.2,gpt-5.2,1,5.74,1,1,1,2,130,50,421,50,3314,0,0,0,0,2
t1,embed,expand,1,none,gpt-5.2,gpt-5.2,0,3.59,1,0,1,2,288,200,0,0,2507,0,0,0,0,2
t2,embed,expand,1,none,gpt-5.2,gpt-5.2,0,5.11,1,0,1,2,288,200,0,0,2488,0,0,0,0,2
t3,embed,expand,1,none,gpt-5.2,gpt-5.2,1,2.77,1,0,1,2,102,22,0,0,2471,0,0,0,0,2
t4,embed,expand,1,none,gpt-5.2,gpt-5.2,1,8.91,2,0,2,2,821,319,0,0,6479,0,0,0,0,2
t5,embed,expand,1,none,gpt-5.2,gpt-5.2,0,5.86,1,0,1,2,288,200,0,0,2480,0,0,0,0,2
t6,embed,expand,1,none,gpt-5.2,gpt-5.2,1,4.69,1,0,1,2,83,3,0,0,2479,0,0,0,0,2
t7,embed,expand,1,none,gpt-5.2,gpt-5.2,0,4.91,1,0,1,2,291,200,0,0,2478,0,0,0,0,2
t8,embed,expand,1,none,gpt-5.2,gpt-5.2,1,6.15,1,0,1,2,282,200,0,0,2485,0,0,0,0,2
t1,embed,expand,1,llm,gpt-5.2,gpt-5.2,0,7.58,1,1,1,2,91,11,517,11,2921,0,0,0,0,2
t2,embed,expand,1,llm,gpt-5.2,gpt-5.2,0,10.35,1,1,1,2,121,41,535,41,2902,0,0,0,0,2
t3,embed,expand,1,llm,gpt-5.2,gpt-5.2,1,5.42,1,1,1,2,124,44,515,44,2885,0,0,0,0,2
t4,embed,expand,1,llm,gpt-5.2,gpt-5.2,1,6.35,1,1,1,2,119,39,505,39,2884,0,0,0,0,2
t5,embed,expand,1,llm,gpt-5.2,gpt-5.2,0,8.71,1,1,1,2,121,41,527,41,2894,0,0,0,0,2
t6,embed,expand,1,llm,gpt-5.2,gpt-5.2,0,6.14,1,1,1,2,163,83,518,83,2893,0,0,0,0,2
t7,embed,expand,1,llm,gpt-5.2,gpt-5.2,0,6.05,1,1,1,2,110,30,523,30,2892,0,0,0,0,2
t8,embed,expand,1,llm,gpt-5.2,gpt-5.2,1,5.73,1,1,1,2,164,84,532,84,2899,0,0,0,0,2
t1,embed,expand,2,rlm,gpt-5.2,gpt-5.2,1,11.83,3,0,3,2,2202,951,0,0,9589,1,0,1,0,2
t2,embed,expand,2,rlm,gpt-5.2,gpt-5.2,1,12.99,3,0,3,2,2162,911,0,0,8954,1,0,1,0,2
t3,embed,expand,2,rlm,gpt-5.2,gpt-5.2,1,11.98,3,0,3,2,2200,949,0,0,9186,1,0,1,0,2
t4,embed,expand,2,rlm,gpt-5.2,gpt-5.2,1,15.06,4,0,4,2,7196,5744,0,0,16474,1,0,1,0,2
t5,embed,expand,2,rlm,gpt-5.2,gpt-5.2,1,12.29,3,0,3,2,2114,887,0,0,8942,1,0,1,0,2
t6,embed,expand,2,rlm,gpt-5.2,gpt-5.2,1,12.60,3,0,3,2,2140,900,0,0,8998,1,0,1,0,2
t7,embed,expand,2,rlm,gpt-5.2,gpt-5.2,0,12.49,3,0,3,2,2177,926,0,0,9176,1,0,1,0,2
t8,embed,expand,2,rlm,gpt-5.2,gpt-5.2,0,10.04,3,0,3,2,2162,911,0,0,8951,1,0,1,0,2
t1,embed,expand,2,llm,gpt-5.2,gpt-5.2,1,5.29,1,1,1,2,164,84,461,84,3345,0,0,0,0,2
t2,embed,expand,2,llm,gpt-5.2,gpt-5.2,1,5.32,1,1,1,2,226,146,535,146,3310,0,0,0,0,2
t3,embed,expand,2,llm,gpt-5.2,gpt-5.2,1,6.04,1,1,1,2,124,44,515,44,3299,0,0,0,0,2
t4,embed,expand,2,llm,gpt-5.2,gpt-5.2,1,5.54,1,1,1,2,119,39,505,39,3319,0,0,0,0,2
t5,embed,expand,2,llm,gpt-5.2,gpt-5.2,1,5.83,1,1,1,2,226,146,527,146,3302,0,0,0,0,2
t6,embed,expand,2,llm,gpt-5.2,gpt-5.2,1,7.27,1,1,1,2,177,97,518,97,3314,0,0,0,0,2
t7,embed,expand,2,llm,gpt-5.2,gpt-5.2,0,8.02,1,1,1,2,181,91,523,91,3305,0,0,0,0,2
t8,embed,expand,2,llm,gpt-5.2,gpt-5.2,0,8.46,1,1,1,2,109,29,421,29,3307,0,0,0,0,2
t1,embed,iterative,1,none,gpt-5.2,gpt-5.2,0,4.27,1,0,1,3,288,200,0,0,2979,0,0,0,0,3
t2,embed,iterative,1,none,gpt-5.2,gpt-5.2,0,6.72,1,0,1,3,288,200,0,0,2960,0,0,0,0,3
t3,embed,iterative,1,none,gpt-5.2,gpt-5.2,1,7.47,1,0,1,3,102,22,0,0,2943,0,0,0,0,3
t4,embed,iterative,1,none,gpt-5.2,gpt-5.2,1,23.04,3,0,2,3,825,323,0,0,13135,0,0,0,0,3
t5,embed,iterative,1,none,gpt-5.2,gpt-5.2,0,4.10,1,0,1,3,288,200,0,0,2952,0,0,0,0,3
t6,embed,iterative,1,none,gpt-5.2,gpt-5.2,1,3.58,1,0,1,3,83,3,0,0,2951,0,0,0,0,3
t7,embed,iterative,1,none,gpt-5.2,gpt-5.2,0,12.90,2,0,1,3,291,200,0,0,7061,0,0,0,0,3
t8,embed,iterative,1,none,gpt-5.2,gpt-5.2,1,4.52,1,0,1,3,282,200,0,0,2957,0,0,0,0,3
t1,embed,iterative,1,llm,gpt-5.2,gpt-5.2,0,6.38,1,1,1,3,155,75,517,75,3393,0,0,0,0,3
t2,embed,iterative,1,llm,gpt-5.2,gpt-5.2,0,6.41,1,1,1,3,97,17,535,17,3374,0,0,0,0,3
t3,embed,iterative,1,llm,gpt-5.2,gpt-5.2,1,8.40,1,1,1,3,124,44,515,44,3357,0,0,0,0,3
t4,embed,iterative,1,llm,gpt-5.2,gpt-5.2,1,6.96,1,1,1,3,119,39,505,39,3356,0,0,0,0,3
t5,embed,iterative,1,llm,gpt-5.2,gpt-5.2,0,6.64,1,1,1,3,174,94,527,94,3366,0,0,0,0,3
t6,embed,iterative,1,llm,gpt-5.2,gpt-5.2,0,8.36,1,1,1,3,163,83,518,83,3365,0,0,0,0,3
t7,embed,iterative,1,llm,gpt-5.2,gpt-5.2,0,7.03,1,1,1,3,162,77,523,77,3364,0,0,0,0,3
t8,embed,iterative,1,llm,gpt-5.2,gpt-5.2,1,6.54,1,1,1,3,164,84,532,84,3371,0,0,0,0,3
t1,embed,iterative,2,rlm,gpt-5.2,gpt-5.2,1,12.48,3,0,3,3,2198,949,0,0,10061,1,0,1,0,3
t2,embed,iterative,2,rlm,gpt-5.2,gpt-5.2,1,15.35,3,0,3,3,2116,888,0,0,9422,1,0,1,0,3
t3,embed,iterative,2,rlm,gpt-5.2,gpt-5.2,1,11.68,3,0,3,3,2152,925,0,0,9658,1,0,1,0,3
t4,embed,iterative,2,rlm,gpt-5.2,gpt-5.2,1,13.32,3,0,3,3,2116,890,0,0,9370,1,0,1,0,3
t5,embed,iterative,2,rlm,gpt-5.2,gpt-5.2,1,27.21,4,0,8,0,3774,2363,0,0,16647,1,0,1,0,0
t6,embed,iterative,2,rlm,gpt-5.2,gpt-5.2,1,9.33,3,0,3,3,2140,900,0,0,9470,1,0,1,0,3
t7,embed,iterative,2,rlm,gpt-5.2,gpt-5.2,0,13.59,3,0,3,3,1785,732,0,0,9648,1,0,1,0,3
t8,embed,iterative,2,rlm,gpt-5.2,gpt-5.2,0,12.81,3,0,3,3,2110,885,0,0,9423,1,0,1,0,3
t1,embed,iterative,2,llm,gpt-5.2,gpt-5.2,1,7.07,1,1,1,3,132,52,517,52,3817,0,0,0,0,3
t2,embed,iterative,2,llm,gpt-5.2,gpt-5.2,1,7.70,1,1,1,3,226,146,535,146,3782,0,0,0,0,3
t3,embed,iterative,2,llm,gpt-5.2,gpt-5.2,1,5.34,1,1,1,3,124,44,515,44,3771,0,0,0,0,3
t4,embed,iterative,2,llm,gpt-5.2,gpt-5.2,1,5.19,1,1,1,3,119,39,505,39,3791,0,0,0,0,3
t5,embed,iterative,2,llm,gpt-5.2,gpt-5.2,1,6.45,1,1,1,3,226,146,527,146,3774,0,0,0,0,3
t6,embed,iterative,2,llm,gpt-5.2,gpt-5.2,1,9.74,1,1,1,3,177,97,518,97,3786,0,0,0,0,3
t7,embed,iterative,2,llm,gpt-5.2,gpt-5.2,0,11.47,1,1,1,3,150,68,523,68,3777,0,0,0,0,3
t8,embed,iterative,2,llm,gpt-5.2,gpt-5.2,1,6.45,1,1,1,3,130,50,421,50,3779,0,0,0,0,3
